KL1000,AMS,UIO,2026-02-04T00:00,1467.00
KL1001,AMS,BCN,2026-02-04T04:00,1410.00
KL1002,AMS,ARN,2026-02-04T23:00,1161.00
KL1003,AMS,LHR,2026-02-04T12:00,1259.00
KL1004,AMS,BRU,2026-02-04T05:00,377.00
KL1005,AMS,SYD,2026-02-04T16:00,360.00
KL1006,AMS,NRT,2026-02-04T11:00,192.00
KL1007,AMS,BOS,2026-02-04T09:00,612.00
KL1008,AMS,EZE,2026-02-04T03:00,597.00
KL1009,AMS,MUC,2026-02-04T00:00,427.00
KL1010,AMS,JFK,2026-02-04T20:00,1044.00
KL1011,AMS,MAD,2026-02-04T15:00,114.00
KL1012,AMS,CDG,2026-02-04T01:00,1004.00
KL1013,UIO,AMS,2026-02-04T22:00,1492.00
KL1014,UIO,BCN,2026-02-04T22:00,447.00
KL1015,UIO,IAH,2026-02-04T16:00,1151.00
KL1016,UIO,ARN,2026-02-04T21:00,1243.00
KL1017,UIO,LHR,2026-02-04T09:00,1285.00
KL1018,UIO,BRU,2026-02-04T19:00,1256.00
KL1019,UIO,SYD,2026-02-04T06:00,603.00
KL1020,UIO,NRT,2026-02-04T09:00,855.00
KL1021,UIO,BOS,2026-02-04T17:00,897.00
KL1022,UIO,EZE,2026-02-04T22:00,1292.00
KL1023,UIO,TLV,2026-02-04T19:00,332.00
KL1024,UIO,MAD,2026-02-04T07:00,222.00
KL1025,UIO,CDG,2026-02-04T13:00,1146.00
KL1026,BCN,AMS,2026-02-04T04:00,150.00
KL1027,BCN,UIO,2026-02-04T04:00,733.00
KL1028,BCN,IAH,2026-02-04T11:00,1236.00
KL1029,BCN,ARN,2026-02-04T19:00,1137.00
KL1030,BCN,LHR,2026-02-04T06:00,497.00
KL1031,BCN,BRU,2026-02-04T04:00,709.00
KL1032,BCN,SYD,2026-02-04T23:00,1384.00
KL1033,BCN,NRT,2026-02-04T14:00,976.00
KL1034,BCN,BOS,2026-02-04T14:00,214.00
KL1035,BCN,EZE,2026-02-04T07:00,291.00
KL1036,BCN,MUC,2026-02-04T18:00,898.00
KL1037,BCN,TLV,2026-02-04T00:00,660.00
KL1038,BCN,JFK,2026-02-04T06:00,587.00
KL1039,BCN,MAD,2026-02-04T21:00,271.00
KL1040,BCN,CDG,2026-02-04T06:00,1055.00
KL1041,IAH,AMS,2026-02-04T02:00,637.00
KL1042,IAH,UIO,2026-02-04T07:00,240.00
KL1043,IAH,LHR,2026-02-04T01:00,1022.00
KL1044,IAH,BRU,2026-02-04T19:00,104.00
KL1045,IAH,SYD,2026-02-04T00:00,170.00
KL1046,IAH,NRT,2026-02-04T11:00,159.00
KL1047,IAH,BOS,2026-02-04T06:00,814.00
KL1048,IAH,EZE,2026-02-04T20:00,269.00
KL1049,IAH,MUC,2026-02-04T03:00,1351.00
KL1050,IAH,TLV,2026-02-04T13:00,969.00
KL1051,IAH,MAD,2026-02-04T00:00,267.00
KL1052,ARN,AMS,2026-02-04T15:00,447.00
KL1053,ARN,BCN,2026-02-04T03:00,1165.00
KL1054,ARN,IAH,2026-02-04T04:00,1398.00
KL1055,ARN,BRU,2026-02-04T14:00,225.00
KL1056,ARN,NRT,2026-02-04T09:00,378.00
KL1057,ARN,BOS,2026-02-04T09:00,810.00
KL1058,ARN,MUC,2026-02-04T00:00,1041.00
KL1059,ARN,TLV,2026-02-04T01:00,1082.00
KL1060,ARN,JFK,2026-02-04T07:00,1366.00
KL1061,ARN,MAD,2026-02-04T05:00,574.00
KL1062,ARN,CDG,2026-02-04T13:00,1031.00
KL1063,LHR,AMS,2026-02-04T02:00,911.00
KL1064,LHR,BCN,2026-02-04T11:00,600.00
KL1065,LHR,IAH,2026-02-04T09:00,1037.00
KL1066,LHR,BRU,2026-02-04T17:00,573.00
KL1067,LHR,SYD,2026-02-04T15:00,295.00
KL1068,LHR,MUC,2026-02-04T14:00,1086.00
KL1069,LHR,TLV,2026-02-04T22:00,727.00
KL1070,LHR,JFK,2026-02-04T11:00,913.00
KL1071,LHR,MAD,2026-02-04T01:00,1380.00
KL1072,LHR,CDG,2026-02-04T02:00,861.00
KL1073,BRU,UIO,2026-02-04T01:00,857.00
KL1074,BRU,BCN,2026-02-04T02:00,188.00
KL1075,BRU,LHR,2026-02-04T06:00,630.00
KL1076,BRU,SYD,2026-02-04T22:00,964.00
KL1077,BRU,NRT,2026-02-04T19:00,913.00
KL1078,BRU,BOS,2026-02-04T17:00,291.00
KL1079,BRU,EZE,2026-02-04T06:00,425.00
KL1080,BRU,TLV,2026-02-04T21:00,516.00
KL1081,BRU,JFK,2026-02-04T18:00,728.00
KL1082,BRU,MAD,2026-02-04T18:00,1397.00
KL1083,SYD,AMS,2026-02-04T11:00,652.00
KL1084,SYD,UIO,2026-02-04T15:00,1335.00
KL1085,SYD,BCN,2026-02-04T22:00,212.00
KL1086,SYD,IAH,2026-02-04T11:00,138.00
KL1087,SYD,ARN,2026-02-04T11:00,567.00
KL1088,SYD,LHR,2026-02-04T09:00,1375.00
KL1089,SYD,BOS,2026-02-04T01:00,838.00
KL1090,SYD,EZE,2026-02-04T12:00,663.00
KL1091,SYD,MUC,2026-02-04T11:00,899.00
KL1092,SYD,JFK,2026-02-04T18:00,139.00
KL1093,SYD,MAD,2026-02-04T12:00,1357.00
KL1094,SYD,CDG,2026-02-04T23:00,725.00
KL1095,NRT,UIO,2026-02-04T03:00,914.00
KL1096,NRT,BCN,2026-02-04T14:00,354.00
KL1097,NRT,ARN,2026-02-04T02:00,1267.00
KL1098,NRT,LHR,2026-02-04T06:00,456.00
KL1099,NRT,BRU,2026-02-04T07:00,464.00
KL1100,NRT,SYD,2026-02-04T17:00,1333.00
KL1101,NRT,BOS,2026-02-04T10:00,578.00
KL1102,NRT,MUC,2026-02-04T01:00,919.00
KL1103,NRT,JFK,2026-02-04T12:00,1447.00
KL1104,NRT,CDG,2026-02-04T21:00,1059.00
KL1105,BOS,AMS,2026-02-04T23:00,394.00
KL1106,BOS,UIO,2026-02-04T13:00,939.00
KL1107,BOS,BCN,2026-02-04T09:00,488.00
KL1108,BOS,LHR,2026-02-04T15:00,205.00
KL1109,BOS,BRU,2026-02-04T12:00,926.00
KL1110,BOS,SYD,2026-02-04T01:00,1456.00
KL1111,BOS,NRT,2026-02-04T19:00,1006.00
KL1112,BOS,EZE,2026-02-04T02:00,1273.00
KL1113,BOS,MUC,2026-02-04T17:00,933.00
KL1114,BOS,TLV,2026-02-04T04:00,1370.00
KL1115,BOS,JFK,2026-02-04T09:00,922.00
KL1116,EZE,AMS,2026-02-04T20:00,774.00
KL1117,EZE,UIO,2026-02-04T03:00,398.00
KL1118,EZE,BCN,2026-02-04T10:00,1303.00
KL1119,EZE,IAH,2026-02-04T10:00,1439.00
KL1120,EZE,ARN,2026-02-04T23:00,457.00
KL1121,EZE,LHR,2026-02-04T06:00,1105.00
KL1122,EZE,BRU,2026-02-04T06:00,1116.00
KL1123,EZE,SYD,2026-02-04T08:00,415.00
KL1124,EZE,NRT,2026-02-04T09:00,1027.00
KL1125,EZE,BOS,2026-02-04T14:00,1010.00
KL1126,EZE,MUC,2026-02-04T06:00,585.00
KL1127,EZE,JFK,2026-02-04T13:00,1321.00
KL1128,EZE,CDG,2026-02-04T03:00,392.00
KL1129,MUC,AMS,2026-02-04T02:00,1082.00
KL1130,MUC,UIO,2026-02-04T03:00,1171.00
KL1131,MUC,BCN,2026-02-04T05:00,552.00
KL1132,MUC,ARN,2026-02-04T08:00,778.00
KL1133,MUC,LHR,2026-02-04T06:00,130.00
KL1134,MUC,BRU,2026-02-04T23:00,1105.00
KL1135,MUC,SYD,2026-02-04T18:00,948.00
KL1136,MUC,NRT,2026-02-04T02:00,1348.00
KL1137,MUC,BOS,2026-02-04T09:00,1363.00
KL1138,MUC,EZE,2026-02-04T07:00,1052.00
KL1139,MUC,TLV,2026-02-04T16:00,581.00
KL1140,MUC,MAD,2026-02-04T12:00,568.00
KL1141,MUC,CDG,2026-02-04T01:00,976.00
KL1142,TLV,UIO,2026-02-04T22:00,1223.00
KL1143,TLV,BCN,2026-02-04T22:00,396.00
KL1144,TLV,IAH,2026-02-04T18:00,341.00
KL1145,TLV,ARN,2026-02-04T12:00,1164.00
KL1146,TLV,LHR,2026-02-04T16:00,939.00
KL1147,TLV,BRU,2026-02-04T00:00,141.00
KL1148,TLV,SYD,2026-02-04T09:00,1490.00
KL1149,TLV,NRT,2026-02-04T10:00,621.00
KL1150,TLV,BOS,2026-02-04T20:00,940.00
KL1151,TLV,EZE,2026-02-04T21:00,652.00
KL1152,TLV,MUC,2026-02-04T15:00,1086.00
KL1153,TLV,MAD,2026-02-04T08:00,151.00
KL1154,TLV,CDG,2026-02-04T19:00,477.00
KL1155,JFK,AMS,2026-02-04T06:00,1395.00
KL1156,JFK,UIO,2026-02-04T13:00,838.00
KL1157,JFK,BCN,2026-02-04T19:00,193.00
KL1158,JFK,IAH,2026-02-04T10:00,203.00
KL1159,JFK,ARN,2026-02-04T05:00,1041.00
KL1160,JFK,LHR,2026-02-04T10:00,1441.00
KL1161,JFK,BRU,2026-02-04T11:00,812.00
KL1162,JFK,SYD,2026-02-04T19:00,175.00
KL1163,JFK,BOS,2026-02-04T04:00,552.00
KL1164,JFK,EZE,2026-02-04T23:00,569.00
KL1165,JFK,MUC,2026-02-04T19:00,1494.00
KL1166,JFK,TLV,2026-02-04T21:00,1270.00
KL1167,JFK,MAD,2026-02-04T05:00,534.00
KL1168,JFK,CDG,2026-02-04T14:00,926.00
KL1169,MAD,UIO,2026-02-04T19:00,1159.00
KL1170,MAD,BCN,2026-02-04T10:00,1243.00
KL1171,MAD,IAH,2026-02-04T05:00,1186.00
KL1172,MAD,ARN,2026-02-04T10:00,1497.00
KL1173,MAD,LHR,2026-02-04T12:00,952.00
KL1174,MAD,BRU,2026-02-04T23:00,1256.00
KL1175,MAD,SYD,2026-02-04T05:00,1110.00
KL1176,MAD,NRT,2026-02-04T17:00,1008.00
KL1177,MAD,BOS,2026-02-04T00:00,922.00
KL1178,MAD,EZE,2026-02-04T23:00,1405.00
KL1179,MAD,MUC,2026-02-04T00:00,174.00
KL1180,MAD,TLV,2026-02-04T06:00,1007.00
KL1181,MAD,JFK,2026-02-04T08:00,1020.00
KL1182,MAD,CDG,2026-02-04T19:00,1203.00
KL1183,CDG,AMS,2026-02-04T07:00,1433.00
KL1184,CDG,UIO,2026-02-04T19:00,1165.00
KL1185,CDG,BCN,2026-02-04T21:00,292.00
KL1186,CDG,ARN,2026-02-04T07:00,585.00
KL1187,CDG,BRU,2026-02-04T00:00,306.00
KL1188,CDG,SYD,2026-02-04T23:00,888.00
KL1189,CDG,BOS,2026-02-04T16:00,1286.00
KL1190,CDG,EZE,2026-02-04T13:00,129.00
KL1191,CDG,MUC,2026-02-04T02:00,861.00
KL1192,CDG,TLV,2026-02-04T20:00,1397.00
KL1193,CDG,MAD,2026-02-04T20:00,1300.00
KL1194,AMS,UIO,2026-02-05T20:00,1088.00
KL1195,AMS,BCN,2026-02-05T11:00,177.00
KL1196,AMS,IAH,2026-02-05T18:00,1169.00
KL1197,AMS,ARN,2026-02-05T02:00,1364.00
KL1198,AMS,LHR,2026-02-05T20:00,1318.00
KL1199,AMS,BRU,2026-02-05T07:00,1435.00
KL1200,AMS,SYD,2026-02-05T20:00,106.00
KL1201,AMS,NRT,2026-02-05T22:00,1023.00
KL1202,AMS,BOS,2026-02-05T14:00,883.00
KL1203,AMS,EZE,2026-02-05T18:00,419.00
